Question,Answer
Tài khoản Little Champs là gì?,Tài khoản Little Champs là sản phẩm được thiết kế riêng cho trẻ vị thành niên (cá nhân dưới 18 tuổi). Trẻ em cần sự hỗ trợ của người giám hộ hợp pháp/cha mẹ để mở tài khoản này và sử dụng các tiện ích của nó.
Người Pakistan ở nước ngoài có thể sử dụng dịch vụ Thẻ tín dụng từ NUST không?,"Có. Cá nhân duy trì tài khoản FC với NUST, người nhận kiều hối/ chủ tài khoản Roshan Digital, chủ sở hữu Chứng chỉ Naya Pakistan có thể đăng ký Thẻ tín dụng NUST MasterCard trên cơ sở thế chấp. Lưu ý: Dịch vụ chỉ được cung cấp trong trường hợp tài khoản chung FC duy trì với NUST (một người phải cư trú tại Pakistan)."
Thời gian xử lý hồ sơ vay vốn là bao lâu?,"Thời gian xử lý để phê duyệt khoản vay là khoảng 11 ngày làm việc, tùy thuộc vào việc hồ sơ ứng viên có đầy đủ các tài liệu/thủ tục theo yêu cầu hay không."
Tôi muốn hỏi về việc mở tài khoản vãng lai cho cá nhân tại Ngân hàng của quý vị. Xin vui lòng cho tôi biết có những lựa chọn nào?,Tài khoản vãng lai NUST Value Plus được thiết kế đặc biệt cho cá nhân để đáp ứng các nhu cầu tài chính của họ.
Mục đích của Quỹ Tài chính NUST Imarat là gì?,"AIF 1: Mua lại/Mua bất động sản thương mại/công nghiệp đô thị đã xây dựng/văn phòng và cơ sở thương mại cho hoạt động kinh doanh. AIF 2: Xây dựng trên lô đất thương mại/công nghiệp đô thị thuộc sở hữu của bản thân. AIF 3: Xây dựng bổ sung trên tòa nhà/trung tâm thương mại công nghiệp/đô thị đã được xây dựng trước đó. AIF 4: Cải tạo, nâng cấp bất động sản thương mại/công nghiệp đô thị/trung tâm thương mại/cơ sở kinh doanh thuộc sở hữu của bản thân."
Có tiêu chí nào về độ tuổi để được hưởng Tài chính NUST Sahar không?,Kinh doanh Mới: Từ 20-50 tuổi tại thời điểm nộp đơn. Kinh doanh Hiện có: Từ 20-55 tuổi tại thời điểm nộp đơn.
Người chưa thành niên có thể vận hành tài khoản này như thế nào?,"Tài khoản này được mở dưới tên của người chưa thành niên. Tuy nhiên, người chưa thành niên cần sự trợ giúp của người giám hộ để sử dụng các tiện ích của tài khoản. Người chưa thành niên có thể sử dụng tài khoản bất cứ lúc nào, nghĩa là họ có thể gửi tiền hoặc rút tiền bất cứ lúc nào với sự trợ giúp của người giám hộ."
Vui lòng cho tôi biết về các tiện ích miễn phí được cung cấp trên Tài khoản Vãng lai Giá trị Cộng cho Doanh nghiệp Cao cấp khi duy trì số dư trung bình hàng tháng tối thiểu?,Phát hành sổ séc. Sao kê tài khoản bản sao. Phát hành Thẻ ghi nợ (Phí phát sinh/Phí thường niên sẽ theo SOC hiện hành). Tiện ích Ngân hàng trực tuyến. Cảnh báo SMS cho Giao dịch Kỹ thuật số. Gửi tiền bằng séc trong ngày và liên tỉnh. Sao kê điện tử. Gửi tiền/Rút tiền mặt trực tuyến liên chi nhánh (Trực tuyến). Chuyển khoản nội bộ trong NUST qua chi nhánh (Chuyển khoản trực tuyến). Phát hành Séc của Ngân hàng. Phát hành LC/LG miễn phí (được bảo đảm bằng tiền mặt hoặc dựa trên lien tài khoản).
Tài khoản vãng lai NUST Sahar có yêu cầu số dư tối thiểu không?,Không có yêu cầu số dư trung bình tối thiểu để duy trì tài khoản.
Bản chất của tài chính tại NUST Sahar Finance là gì?,i. Tài chính Dài hạn ii. Tài chính Ngắn hạn/Vốn lưu động
Vui lòng cho tôi biết về số dư tối thiểu hàng tháng bắt buộc cho tài khoản này?,Không yêu cầu số tiền gửi ban đầu. 100.000 Rs/- (Số dư trung bình hàng tháng).
Thị trường mục tiêu là gì?,Các cá nhân điều hành một doanh nghiệp dịch vụ tự do (freelance).
Yêu cầu số dư tối thiểu cho Tài khoản Tiền gửi Đặc biệt NUST là gì?,Không yêu cầu số dư trung bình tối thiểu hàng tháng. Không yêu cầu số dư mở tài khoản tối thiểu.
Các kế hoạch bảo hiểm EFU này có những tính năng chính nào?,"- Thời gian xem xét miễn phí 14 ngày bắt đầu từ ngày khách hàng nhận được Tài liệu Chính sách.
- Hệ thống tăng trưởng Liên kết đơn vị (EFU phân bổ các đơn vị quỹ tương hỗ cho khách hàng, sự tăng trưởng của chính sách phụ thuộc vào mức tăng trưởng tỷ giá đơn vị giống như thị trường chứng khoán).
- Ngân hàng NUST chỉ đóng vai trò là Đại lý Kinh doanh Doanh nghiệp. Đây là một kế hoạch bảo hiểm, không được coi là bất kỳ Tài khoản hoặc Tiền gửi có kỳ hạn nào có Lợi nhuận Cố định hàng năm.
- Trong trường hợp chấm dứt sớm, chỉ Giá trị Tiền mặt của chính sách sẽ được thanh toán cho khách hàng (tỷ giá thị trường hiện tại của các đơn vị quỹ tương hỗ sẽ được hoàn trả).
- Việc hủy bỏ chính sách và tùy chọn hoàn tiền đầy đủ có sẵn nếu tài liệu chính sách được trả lại trong Thời gian Xem xét Miễn phí, tức là trong vòng 14 ngày kể từ khi nhận được tài liệu.
- Giá trị Tiền mặt của chính sách có thể khác với lợi nhuận dự kiến được cung cấp trong tài liệu minh họa (tài liệu minh họa chỉ mang tính chất tham khảo)."
Có bao nhiêu Gói Bảo hiểm Nhân thọ NUST có sẵn?,"• NUST Life Value Plan: Gói Bảo vệ Trọn đời và Tiết kiệm, Phí bảo hiểm = 18K. • NUST Life Munafa Mehfooz Plan: Gói Thời hạn Có hạn (5 Năm), Phí bảo hiểm = 50K."
Ngân hàng có yêu cầu Vốn chủ sở hữu cho chương trình này không?,AIF 1 & AIF 2: Tối thiểu 30% (Doanh nghiệp hiện hữu) & Tối thiểu 40% (Doanh nghiệp mới). AIF 3 & AIF 4: Không yêu cầu đối với Doanh nghiệp hiện hữu & Tối thiểu 25% (Doanh nghiệp mới).
Ngân hàng có yêu cầu vốn chủ sở hữu cho chương trình này không?,Hạng 2: 10% (Kinh doanh mới). Hạng 3: 20% (Kinh doanh mới). Kinh doanh hiện tại: Không yêu cầu.
Ngân hàng của bạn có cung cấp tài khoản nào cho người cao tuổi không?,"Tài khoản NUST Waqaar được phát triển dành riêng cho người cao tuổi, cho phép họ thực hiện các giao dịch ngân hàng đồng thời tận dụng các cơ hội đầu tư."
"Tài khoản Little Champs là loại tài khoản gì, tiết kiệm hay giao dịch?",Tài khoản này được cung cấp ở cả hai loại: giao dịch và tiết kiệm.
Tỷ lệ Mark-up hiện tại của Quỹ Tài chính NUST Hunarmand là bao nhiêu?,"Bậc 2: 4,5% mỗi năm. Bậc 3: 6,5% mỗi năm."
Ngân hàng NUST có tham gia PMYB & ALS không?,"Ngân hàng NUST đang tích cực tham gia PMYB&ALS. Chương trình này được thiết kế đặc biệt để tạo cơ hội tự tạo việc làm cho thanh niên thất nghiệp trong nước có kỹ năng, kiến thức, kinh nghiệm hoặc mong muốn bắt đầu kinh doanh riêng ở quy mô vừa và nhỏ hoặc mở rộng quy mô kinh doanh hiện có."
Tỷ lệ lợi nhuận cho Tài khoản Kỹ thuật số Roshan là bao nhiêu?,"Thanh toán lợi nhuận: Hàng tháng. Tỷ lệ lợi nhuận: 0,19."
Tài khoản Roshan Digital có yêu cầu số dư tối thiểu không?,Không yêu cầu tiền gửi ban đầu. Không yêu cầu số dư tối thiểu.
Tài khoản Vãng lai NUST Sahar Asaan có bất kỳ hạn chế giao dịch nào không?,"Hạn mức rút tiền hàng tháng lên đến 1.000.000 Rs, Hạn mức số dư tín dụng tổng lên đến 1.000.000 Rs, Các giao dịch xuyên biên giới (ra nước ngoài) sẽ không được phép trừ trường hợp giao dịch quốc tế được thực hiện qua thẻ ghi nợ."
Các tiện ích miễn phí được cung cấp cùng với Tài khoản Vãng lai NUST Value Plus là gì?,Sổ Séc (không giới hạn). Thẻ Ghi nợ (Miễn phí thẻ đầu tiên). 2 Thẻ Ghi nợ bổ sung. Sao kê Tài khoản bản sao. Tiện ích Chuyển tiền Trực tuyến. Tiện ích cảnh báo SMS miễn phí cho Giao dịch Kỹ thuật số. Sao kê Điện tử & Ngân hàng Trực tuyến miễn phí. Gửi/Rút tiền mặt Trực tuyến Liên chi nhánh miễn phí (Chuyển khoản Trực tuyến). Chuyển khoản Nội bộ miễn phí trong NUST qua chi nhánh (Chuyển khoản Trực tuyến). Phát hành Séc Ngân hàng miễn phí.
Tỷ lệ lợi nhuận cho Tài khoản Tiết kiệm NUST là bao nhiêu?,"Thanh toán lợi nhuận: Hàng tháng. Tỷ lệ lợi nhuận: 0,19."
Có yêu cầu về doanh số tài khoản nào cho Tài chính Lúa gạo NUST không?,Tối thiểu 50% doanh số của người nộp đơn phải được chứng minh thông qua doanh số tài khoản tại ngân hàng.
Tần suất trả nợ trong PMYB & ALS là gì?,Việc trả nợ các khoản vay PMYB & ALS sẽ được thực hiện dưới hình thức 'Trả góp hàng tháng hoặc hàng quý (hoặc theo chỉ đạo của Ngân hàng Nhà nước Việt Nam - SBP)'.
Độ tuổi tối đa để đăng ký Thẻ tín dụng NUST Mastercard là bao nhiêu?,"Người hưởng lương (Biên chế): 60 tuổi, Người hưởng lương (Hợp đồng)/ Người về hưu/ Tự kinh doanh/ Chuyên gia tự do: 65 tuổi."
Cần giấy tờ tùy thân nào để mở Tài khoản NUST Waqaar?,"Bản sao của một trong các giấy tờ tùy thân hợp lệ sau: Thẻ Căn cước Công dân (CNIC) do NADRA cấp, Thẻ Căn cước Công dân cho Người Pakistan ở nước ngoài (NICOP) do NADRA cấp, Thẻ Nguồn gốc Pakistan (POC) do NADRA cấp, Hộ chiếu có thị thực hợp lệ hoặc bất kỳ bằng chứng nào khác về việc lưu trú hợp pháp (chỉ dành cho cá nhân là người nước ngoài)."
Tần suất trả nợ tại NUST Imarat Finance là gì?,Hàng tháng/Hàng quý.
Bản chất của hình thức tài trợ được cung cấp theo Tài trợ Doanh nghiệp Ask Fauri là gì?,"AFBF-1: Tài trợ lưu động, AFBF-2: Khoản vay có kỳ hạn, AFBF-3: Thư bảo lãnh, AFBF-4: Thư tín dụng - Trả ngay / Có kỳ hạn."
Số tiền tài trợ tối thiểu và tối đa là bao nhiêu?,"Hạn mức tín dụng sạch, tối thiểu 30.000 Rs và tối đa lên đến 3.0 triệu Rs hoặc theo tỷ lệ nợ trên thu nhập 40% tuân thủ theo các quy định bắt buộc của Ngân hàng Nhà nước Pakistan."
"Tôi muốn hỏi về việc mở Tài khoản Chuyển tiền Kỹ thuật số, xin hãy cho biết có những lựa chọn nào?","Tài khoản Chuyển tiền Kỹ thuật số NUST Asaan được thiết kế đặc biệt cho Cá nhân Cư trú Pakistan, những người muốn nhận kiều hối từ gia đình và bạn bè đang sống ở nước ngoài, trực tiếp vào tài khoản ngân hàng mà không cần phải đến chi nhánh."
Có yêu cầu về doanh số tài khoản cho Tài chính Lúa gạo NUST không?,Tối thiểu 50% doanh số của người nộp đơn phải được chứng minh thông qua doanh số tài khoản tại ngân hàng.
Phương thức thanh toán là gì?,"Thanh toán Khoản Trả Góp Hàng Tháng Cố Định (EMI) bao gồm tiền gốc, phí lãi suất và phí bảo hiểm sẽ được thực hiện thông qua Ủy Quyền Ghi Nợ Trực Tiếp (DDA) từ tài khoản của người vay được duy trì tại NUST."
Thị trường mục tiêu là gì?,Thị trường mục tiêu cho Tài khoản Chuyển tiền Kỹ thuật số NUST Asaan bao gồm các cá nhân - người thụ hưởng (gia đình) của những người Pakistan đang làm việc ở nước ngoài.
Ai có thể đăng ký vay Tài chính Ô tô NUST?,• Cá nhân hưởng lương. • Người khuyết tật đặc biệt/Người khiếm thị/Người khuyết tật (PWD). • Doanh nhân/Nữ doanh nhân tự làm chủ (SEB). • Cá nhân có bất kỳ nguồn thu nhập có thể xác minh được nào khác. • Chuyên gia tự làm chủ (SEP).
Có phí thanh toán trễ không?,"Phí 1.000 PKR cộng FED cho mỗi lần chậm thanh toán mỗi kỳ trả góp, bao gồm thời gian gia hạn. Phí thanh toán trễ sẽ được áp dụng sau 15 ngày kể từ khi đến hạn thanh toán, tức là vào ngày thứ 16."
Mục đích của Tài chính Xay xát Bột mì NUST được cung cấp cho những mục đích nào?,"Tài chính Tiền mặt (CF) để đáp ứng nhu cầu vốn lưu động của hoạt động xay xát bột mì nhằm mua lúa mì theo công suất xay xát. Tài chính Hoạt động (RF) để đáp ứng các nhu cầu vốn lưu động như vận chuyển, lương & tiền công, tiện ích và các chi phí hành chính khác (Việc mua lúa mì bằng nguồn vốn RF bị hạn chế)."
NUST Ujala Finance được cung cấp cho những mục đích nào?,"Doanh nghiệp vừa và nhỏ (SME), Nhân viên NUST và Hộ gia đình: Phát điện để tự sử dụng hoặc cung cấp cho công ty phân phối / NEPRA. Nhà cung cấp/Nhà bán lẻ: Cho thuê tiếp thiết bị năng lượng tái tạo / bán hàng trả chậm / cho thuê hoặc bán điện cho người dùng cuối cùng."
Phí bảo hiểm là bao nhiêu?,Tính theo thực tế.
Yêu cầu bảo đảm an ninh để được cấp tài chính NUST Imarat là gì?,"i. Thế chấp hiệu lực (Công bằng/hoặc đã đăng ký mã số) phải được tạo trên chính tài sản Thương mại/Công nghiệp đô thị được tài trợ. ii. 03 séc kỳ hạn sau với tổng số tiền vay cộng với lãi suất. iii. Bảo lãnh cá nhân từ người vay, tất cả các đối tác và giám đốc của công ty cùng với 'Bản kê khai giá trị tài sản ròng cá nhân'. iv. Tài sản dựa trên Fard phải được đăng ký tương đương với tổng số tiền vay."
Lợi ích của Dịch vụ Tài chính Ô tô Ngân hàng NUST là gì?,"• Tỷ lệ Mark Up (lãi suất) Thả nổi & Cố định cạnh tranh. • Tùy chọn thanh toán một phần để giảm khoản trả góp hàng tháng. • Tỷ lệ bảo hiểm hấp dẫn ở mức 1,75% mỗi năm. • Xử lý nhanh chóng & Tối thiểu hóa thủ tục giấy tờ. • Miễn phí thiết bị định vị & Lắp đặt. • Không có phí ẩn. • Bảo hiểm tử vong do tai nạn miễn phí lên đến 1.000.000 Rs."
Các dịch vụ miễn phí được cung cấp trên Tài khoản Tiết kiệm NUST Sahar là gì?,"Phát hành Thẻ Ghi nợ đầu tiên, Cảnh báo SMS cho Giao dịch Kỹ thuật số, Ngân hàng trực tuyến I-Net, Chuyển khoản Nội bộ trong NUST qua chi nhánh (Chuyển khoản Trực tuyến), Rút/Gửi Tiền Mặt Trực tuyến Liên chi nhánh (Trực tuyến), Dịch vụ Sao kê Điện tử, Giao thẻ ghi nợ và séc đến địa chỉ khách hàng & kích hoạt qua Trung tâm Liên hệ. Các khoản phí phát sinh/Phí thường niên sau đó sẽ theo Biểu phí hiện hành."
Tài khoản vãng lai NUST Sahar có yêu cầu số dư tối thiểu không?,Không có yêu cầu số dư trung bình tối thiểu để duy trì tài khoản.
Thị trường mục tiêu của Tài khoản Số Asaan NUST là gì?,Tài khoản Số Asaan NUST được thiết kế đặc biệt cho các phân khúc khách hàng không có tài khoản ngân hàng hoặc ít sử dụng ngân hàng. Tài khoản này phù hợp nhất nhưng không giới hạn cho lực lượng lao động có tay nghề/không có tay nghề.
Các kế hoạch bảo hiểm EFU này có những tính năng chính nào?,"- Thời gian xem xét miễn phí 14 ngày bắt đầu từ ngày khách hàng nhận được Tài liệu Chính sách.
- Hệ thống tăng trưởng Liên kết đơn vị (EFU phân bổ các đơn vị quỹ tương hỗ cho khách hàng, sự tăng trưởng của chính sách phụ thuộc vào mức tăng trưởng tỷ giá đơn vị giống như thị trường chứng khoán).
- Ngân hàng NUST chỉ đóng vai trò là Đại lý Bán hàng Doanh nghiệp. Đây là một kế hoạch bảo hiểm, không được coi là bất kỳ Tài khoản hoặc Tiền gửi có kỳ hạn nào có lợi nhuận cố định hàng năm.
- Trong trường hợp chấm dứt sớm, chỉ Giá trị Tiền mặt của chính sách sẽ được thanh toán cho khách hàng (tỷ giá thị trường hiện tại của các đơn vị quỹ tương hỗ sẽ được hoàn trả).
- Việc hủy bỏ chính sách và tùy chọn hoàn tiền đầy đủ có sẵn nếu tài liệu chính sách được trả lại trong Thời gian xem xét miễn phí, tức là 14 ngày kể từ khi nhận được tài liệu.
- Giá trị Tiền mặt của chính sách có thể khác với lợi nhuận dự kiến được cung cấp trong tài liệu minh họa (tài liệu minh họa chỉ mang tính chất tham khảo)."
Ngân hàng NUST có cung cấp bất kỳ hình thức tài trợ nào đặc biệt cho việc sở hữu và nâng cao năng lực cơ sở kinh doanh không?,Ngân hàng NUST đã xây dựng một sản phẩm tài chính mới 'NUST Imarat Finance' thuộc phân khúc SME. Sản phẩm được phát triển nhằm ổn định hoạt động kinh doanh của các doanh nghiệp SME thông qua việc giúp họ sở hữu cơ sở kinh doanh (theo hình thức tài trợ thế chấp các tòa nhà thương mại/công nghiệp đô thị) để nâng cao năng lực của các SME. Sản phẩm được thiết kế cho các SME thuộc sở hữu của công chúng nói chung cũng như các sĩ quan quân đội đã nghỉ hưu và gia đình của các sĩ quan đang tại ngũ.
Phí xử lý cho Đơn đăng ký Tài chính Gạo NUST là bao nhiêu?,"Phí xử lý sẽ được tính @ 0,15% tổng hạn mức đã xử lý/được phê duyệt hoặc 25.000 Rs, tùy theo mức nào cao hơn."
Phí xử lý cho Đơn đăng ký Tài chính Nhà máy Bột mì NUST là bao nhiêu?,"Phí xử lý sẽ được tính @ 0,15% tổng hạn mức đã xử lý/được phê duyệt hoặc 25.000 Rs, tùy theo mức nào cao hơn."
Loại Tài khoản của Tài khoản Kỹ thuật số NUST Freelancer là gì? Là tài khoản Vãng lai hay Tiết kiệm?,"Tài khoản Kỹ thuật số NUST Freelancer cung cấp Tài khoản Vãng lai bằng PKR và FCY (USD, GBP, EUR, AED)."
Mức tỷ lệ Mark-up hiện tại của Tài chính Nhà máy Bột mì NUST là bao nhiêu?,"Tài chính Tiền mặt: KIBOR trung bình 3 tháng + 3% mỗi năm. Tài chính Hoạt động: KIBOR trung bình 3 tháng + 3,5% mỗi năm (được xem xét/điều chỉnh trên cơ sở hàng quý)."
NUST có cung cấp sản phẩm cho vay kinh doanh nào cho gia đình lực lượng vũ trang và sĩ quan đã nghỉ hưu của lực lượng vũ trang không?,"NUST Hunarmand Finance là một sản phẩm phụ của PMYB&ALS, được xây dựng với mục tiêu mang lại cơ hội kinh doanh cho các thị trường mục tiêu cụ thể. Sản phẩm được cung cấp cho: • Các sĩ quan ủy nhiệm, sĩ quan cấp dưới, sĩ quan không ủy nhiệm đã nghỉ hưu của lực lượng vũ trang và thành viên gia đình của họ (vợ/chồng và con cái). • Vợ/chồng và con cái của các sĩ quan ủy nhiệm, sĩ quan cấp dưới, sĩ quan không ủy nhiệm đang tại ngũ trong lực lượng vũ trang."
Độ tuổi tối đa để đăng ký Thẻ tín dụng NUST Mastercard là bao nhiêu?,"Người hưởng lương (Biên chế): 60 tuổi, Người hưởng lương (Hợp đồng)/ Người về hưu/ Tự kinh doanh/ Chuyên gia tự do: 65 tuổi."
Thời hạn vay tối đa là bao lâu?,• Đối với xe có dung tích xi-lanh lên đến 1000 CC: tối đa 5 năm. • Đối với xe có dung tích xi-lanh trên 1000 CC: tối đa 3 năm.
Mục đích nào mà Tài chính Xay xát Bột mì NUST được cung cấp?,"Tài chính Tiền mặt (CF) để đáp ứng nhu cầu vốn lưu động của hoạt động xay xát bột mì cho việc mua sắm lúa mì theo công suất xay xát. Tài chính Hoạt động (RF) để đáp ứng nhu cầu vốn lưu động như vận chuyển, lương & tiền công, tiện ích và các chi phí hành chính khác (Việc mua sắm lúa mì thông qua quỹ RF bị hạn chế)."
Các tính năng chính của Tài khoản Tiền gửi Hiện tại là gì?,"Được cung cấp bằng VNDĐ (PKR) & Ngoại tệ (USD, GBP, EUR, JPY & AED); Số tiền gửi tối thiểu để mở tài khoản là 5.000 Rs. cho VNDĐ, 500 USD hoặc tương đương cho Ngoại tệ; Không yêu cầu số dư tối thiểu hàng tháng; Thẻ Ghi nợ cho tài khoản PKR; Không giới hạn số tiền ghi có và ghi nợ hàng tháng"
Thời hạn tối đa của Tài chính Lúa gạo NUST là bao lâu?,"Tài chính Tiền mặt: Tối đa 270 ngày hoặc theo hành lang dọn dẹp tùy theo điều kiện nào đến trước, Tài chính Hoạt động: Một năm."
Số tiền tài trợ tối thiểu và tối đa là bao nhiêu?,"Hạn mức tín dụng sạch, tối thiểu 30.000 Rs và tối đa lên đến 3.0 triệu Rs hoặc theo tỷ lệ nợ trên thu nhập 40% tuân thủ theo quy định của Ngân hàng Nhà nước Pakistan."
Tiêu chí thu nhập tối thiểu hàng tháng là gì?,"Người hưởng lương (Công ty được phê duyệt): Công ty Hạng A - 40.000 PKR (Thường trú) & 60.000 PKR (Hợp đồng Công ty / Bên thứ 3), Công ty Hạng B & C - 50.000 PKR (Thường trú) & 60.000 PKR (Hợp đồng Công ty / Bên thứ 3). Người hưởng lương (Công ty không được phê duyệt): 70.000 PKR (Thường trú) & 80.000 PKR (Hợp đồng Công ty). Người hưởng lương (GOP): Đang tại ngũ - 35.000 PKR (Thường trú, BPS-5 trở lên) & 45.000 PKR (Hợp đồng), Đã nghỉ hưu - 40.000 PKR (phải có lương hưu với NUST). Lực lượng Vũ trang, Các đơn vị liên kết & Dân thường tại GHQ/NHQ/AHQ: Đang tại ngũ - 25.000 PKR (Sĩ quan Ủy nhiệm / Hạ sĩ quan & Cấp dưới), Đã nghỉ hưu - 40.000 PKR (Sĩ quan Ủy nhiệm) và 15.000 Rs. (Hạ sĩ quan & Cấp dưới, phải có lương hưu với NUST). SPD & các đơn vị liên kết - 25.000 PKR (Thường trú & Hợp đồng). Dân thường tại GHQ/NHQ/AHQ - 25.000 PKR (Thường trú) và 35.000 PKR (Hợp đồng). Tổ chức Fauji & các đơn vị liên kết: 25.000 PKR (Thường trú & Hợp đồng). SEB/SEP: 100.000 PKR (Khách hàng Chi nhánh), 150.000 PKR (Khách hàng không thuộc Chi nhánh)."
Tài khoản Số Freelancer NUST là gì?,"Tài khoản Số Freelancer NUST là một tài khoản được thiết kế riêng cho các freelancer, cung cấp giải pháp ngân hàng số tiện lợi giúp quản lý thanh toán, tiết kiệm và chi tiêu một cách hiệu quả."
Tài khoản Kỹ thuật số Freelancer của NUST có giới hạn Tín dụng và Ghi nợ nào không?,"Các giới hạn Giao dịch sau được áp dụng: Giới hạn Số dư Tín dụng Tối đa 5.000 USD hoặc tương đương, Giới hạn Ghi nợ Hàng tháng 5.000 USD hoặc tương đương, Giới hạn Rút tiền Mặt 500.000 PKR hoặc tương đương / mỗi ngày."
Mục đích nào mà Tài chính Xay xát Bột mì NUST được cung cấp?,"Tài chính Tiền mặt (CF) để đáp ứng nhu cầu vốn lưu động của hoạt động xay xát bột mì cho việc mua sắm lúa mì theo công suất xay xát. Tài chính Hoạt động (RF) để đáp ứng nhu cầu vốn lưu động như vận chuyển, lương & tiền công, tiện ích và các chi phí hành chính khác (Việc mua sắm lúa mì thông qua quỹ RF bị hạn chế)."
Các khoản phí dịch vụ/tài liệu/pháp lý tại NUST Rice Finance là bao nhiêu?,Theo thực tế.
Tài khoản NUST Maximiser là gì?,"Tài khoản NUST Maximiser là một tài khoản tiền gửi mang lại lợi nhuận cao hơn với tính linh hoạt trong việc truy cập dễ dàng vào tiền, nhằm mục đích tối đa hóa khoản tiết kiệm cho chủ tài khoản."
Các tính năng chính của Tài khoản Tiết kiệm NUST Maximiser là gì?,"- Chi trả lợi nhuận hấp dẫn hàng tháng, hàng quý, nửa năm và hàng năm. - Yêu cầu số dư trung bình tối thiểu hàng tháng là 100.000 Rs. - Phát hành Thẻ Ghi nợ dựa trên chip và Sổ Séc theo SOC hiện hành."
Các Tính năng chính của Tiền gửi Có kỳ hạn NUST Maximiser là gì?,"- Kỳ hạn: 1, 2, 3 & 5 năm. - Khoản đầu tư tối thiểu: Rs. 100,000. - Có tùy chọn gia hạn. - Thanh toán lợi nhuận hấp dẫn hàng tháng."
Có yêu cầu về doanh số tài khoản cho Tài chính Nhà máy Bột mì NUST không?,Tối thiểu 50% doanh số của người nộp đơn phải được chứng minh thông qua doanh số tài khoản tại ngân hàng.
Yêu cầu bảo đảm an ninh để được hưởng Chương trình Tài chính Hunarmand của NUST là gì?,"i. Bảo lãnh cá nhân của người vay đối với các khoản vay lên đến 1,5 triệu, và phải có ủy quyền ghi nợ trực tiếp của người vay/người hưởng lương hưu/người bảo lãnh. ii. Đối với các khoản vay trên 1,5 triệu, khoản vay phải được bảo đảm bằng tài sản động sản cũng như bất động sản của người vay theo quy định trong PMYB&ALs. iii. Bảo lãnh của sĩ quan đang tại ngũ trong lực lượng vũ trang trong trường hợp gia đình (vợ/chồng hoặc con cái) của họ vay vốn theo chương trình này."
Phí xử lý cho Đơn đăng ký Tài chính Xay xát Bột mì NUST là bao nhiêu?,"Phí xử lý sẽ được tính @ 0,15% tổng hạn mức đã xử lý/được phê duyệt hoặc 25.000 Rs, tùy theo mức nào cao hơn."
Tôi có thể vay bao nhiêu?,"Tối đa 3 triệu Rupee từ tất cả các ngân hàng/Tổ chức Tài chính Phát triển (DFIs) tính tổng cộng, với điều kiện tỷ lệ gánh nặng nợ tối đa là 40%."
Các tính năng chính của các Gói Bảo hiểm Nhân thọ Jubilee này là gì?,"- Thời gian xem xét miễn phí 14 ngày bắt đầu từ ngày khách hàng nhận được Tài liệu Chính sách.
- Hệ thống tăng trưởng Liên kết đơn vị (JLI phân bổ các đơn vị quỹ tương hỗ cho khách hàng, sự tăng trưởng của chính sách phụ thuộc vào mức tăng trưởng tỷ giá đơn vị, giống như thị trường chứng khoán).
- Ngân hàng NUST chỉ đóng vai trò là Đại lý Bán hàng Doanh nghiệp, đây là một kế hoạch bảo hiểm không được coi là bất kỳ tài khoản hoặc tiền gửi kỳ hạn nào có lợi nhuận hàng năm cố định.
- Trong trường hợp chấm dứt hợp đồng sớm, chỉ Giá trị Tiền mặt của chính sách sẽ được thanh toán cho khách hàng (tỷ giá thị trường hiện tại của các đơn vị quỹ tương hỗ sẽ được hoàn trả).
- Việc hủy bỏ chính sách và tùy chọn hoàn tiền đầy đủ có sẵn nếu tài liệu chính sách được trả lại trong Thời gian xem xét miễn phí (14 ngày kể từ khi nhận được tài liệu).
- Giá trị Tiền mặt của chính sách có thể khác với lợi nhuận dự kiến được cung cấp trong tài liệu minh họa (tài liệu minh họa chỉ mang tính chất tham khảo)."
Phí bảo hiểm là bao nhiêu?,Tính theo thực tế.
Ai có thể mở Tài khoản Kỹ thuật số Roshan?,"Người Pakistan không cư trú (NRP), Thành viên OPF, Người nước ngoài có Thẻ gốc Pakistan (POC), Công dân Pakistan có tài sản đã khai báo ở nước ngoài, Nhân viên & Quan chức Chính phủ đang công tác ở nước ngoài."
Yêu cầu mở tài khoản và số dư tối thiểu tại NAA là gì?,Tài khoản có thể được mở với 100 Rs và không có yêu cầu số dư tối thiểu.
Tỷ lệ đánh dấu hiện tại của NUST Imarat Finance là bao nhiêu?,Doanh nghiệp vừa và nhỏ (SME) thông thường: Tỷ lệ cho người dùng cuối: 12MK+4% mỗi năm (được xem xét lại hàng năm). Doanh nghiệp vừa và nhỏ (SME) được Hỗ trợ bởi Lực lượng Vũ trang: Tỷ lệ cho người dùng cuối: 12MK+2.5% mỗi năm (được xem xét lại hàng năm).
