cid,topic,text,metadata
154,TÓM   TẮT QUY  ĐỊNH  TIỀN  GỬI TIẾT  KIỆM,"# 5. Thủ tục gửi tiền tiết kiệm tại địa điểm giao dịch của Sacombank
a) KH phải trực tiếp đến trụ sở Chi nhánh/Phòng giao dịch của Sacombank và xuất trình Giấy chứng
minh nhân dân hoặc Thẻ căn cước công dân hoặc Hộ chiếu còn thời hạn hiệu lực hoặc Giấy khai
sinh của cá nhân chưa đủ 14 tuổi (gọi tắt là Giấy tờ tùy thân (GTTT)). Trường hợp gửi TGTK
chung, tất cả KH phải trực tiếp xuất trình GTTT của mình và lập thỏa thuận gửi TGTK chung theo
quy định của Sacombank. Trường hợp gửi TGTK thông qua người đại diện theo pháp luật, người
đại diện theo pháp luật phải xuất trình giấy tờ chứng minh tư cách đại diện hợp pháp của người
đại diện theo pháp luật, GTTT của người đại diện theo pháp luật và GTTT của KH (Chủ sở hữu
TGTK).
b) KH đăng ký chữ ký mẫu trong trường hợp thay đổi chữ ký mẫu hoặc chưa có chữ ký mẫu lưu tại
Sacombank. Trường hợp người giao dịch là người không viết được, người không đọc được, người
không nhìn được, thủ tục chi trả thực hiện theo hướng dẫn của Sacombank (thực hiện điểm chỉ
thay thế cho việc ký, mời/chỉ định người làm chứng hoặc người phiên dịch).
c) Sacombank đối chiếu, cập nhật thông tin KH theo quy định của pháp luật về phòng, chống rửa
d) Sacombank thực hiện thủ tục nhận tiền và giao Thẻ tiết kiệm cho KH.
e) Đối với việc gửi TGTK vào Thẻ tiết kiệm đã cấp:
- Trường hợp gửi bằng tiền mặt: KH xuất trình Thẻ tiết kiệm đã cấp và thực hiện thủ tục gửi
tiền theo quy định tại điểm a, b, c khoản này. Đơn vị nhận TGTK, ghi nhận số tiền nộp vào
Thẻ tiết kiệm đã cấp và giao Thẻ tiết kiệm cho KH.
- Trường hợp gửi từ Tài khoản thanh toán (TKTT): KH phải sử dụng TKTT của chính KH (Chủ
sở hữu TGTK) và thực hiện tương tự thủ tục tại gạch đầu dòng trên tại điểm (e) này.
","{""schema_version"": ""1.0.0"", ""original_filename"": ""Tóm tắt quy định tiền gửi tiết kiệm.pdf"", ""file_type"": ""pdf"", ""mime_type"": ""application/pdf"", ""title"": ""TÓM TẮT QUY ĐỊNH TIỀN GỬI TIẾT KIỆM"", ""description"": ""Tài liệu tóm tắt các quy định liên quan đến tiền gửi tiết kiệm tại Sacombank và các quy định khác liên quan."", ""topic"": [""tiền gửi tiết kiệm"", ""gửi tiết kiệm"", ""tính lãi"", ""rút tiền trước hạn"", ""thẻ tiết kiệm"", ""tái tục tiền gửi"", ""số dư tài khoản"", ""Sacombank""], ""topic_or"": [""tiền gửi"", ""gửi tiết kiệm"", ""rút tiết kiệm"", ""thủ tục gửi tiền"", ""quy định tính lãi"", ""quy định tái tục""], ""topic_and"": [""tiền gửi tiết kiệm"", ""Sacombank"", ""quy định gửi tiền""], ""language"": ""vi"", ""expiration_date"": null, ""effective_date"": ""2024-08-27"", ""related_document"": [], ""source_url"": null, ""tags"": [""Tiết kiệm"", ""Sacombank"", ""Tiền gửi có kỳ hạn"", ""Phương thức tính lãi"", ""Rút trước hạn"", ""Tái tục tiền gửi"", ""Thẻ tiết kiệm""], ""category"": ""Sản phẩm ngân hàng"", ""document_type"": ""Tóm tắt quy định"", ""status"": ""có hiệu lực""}"
155,TÓM   TẮT QUY  ĐỊNH  TIỀN  GỬI TIẾT  KIỆM,"# 6. Mức gửi tiền tiết kiệm
-  Số tiền tối thiểu cho lần nộp tiền đầu tiên:
# ▪ TGTK VND: 50.000 VND
▪ TGTK ngoại tệ: 50 USD hoặc ngoại tệ khác tương đương.
-  Sacombank không quy định mức gửi tối đa.
","{""schema_version"": ""1.0.0"", ""original_filename"": ""Tóm tắt quy định tiền gửi tiết kiệm.pdf"", ""file_type"": ""pdf"", ""mime_type"": ""application/pdf"", ""title"": ""TÓM TẮT QUY ĐỊNH TIỀN GỬI TIẾT KIỆM"", ""description"": ""Tài liệu tóm tắt các quy định liên quan đến tiền gửi tiết kiệm tại Sacombank và các quy định khác liên quan."", ""topic"": [""tiền gửi tiết kiệm"", ""gửi tiết kiệm"", ""tính lãi"", ""rút tiền trước hạn"", ""thẻ tiết kiệm"", ""tái tục tiền gửi"", ""số dư tài khoản"", ""Sacombank""], ""topic_or"": [""tiền gửi"", ""gửi tiết kiệm"", ""rút tiết kiệm"", ""thủ tục gửi tiền"", ""quy định tính lãi"", ""quy định tái tục""], ""topic_and"": [""tiền gửi tiết kiệm"", ""Sacombank"", ""quy định gửi tiền""], ""language"": ""vi"", ""expiration_date"": null, ""effective_date"": ""2024-08-27"", ""related_document"": [], ""source_url"": null, ""tags"": [""Tiết kiệm"", ""Sacombank"", ""Tiền gửi có kỳ hạn"", ""Phương thức tính lãi"", ""Rút trước hạn"", ""Tái tục tiền gửi"", ""Thẻ tiết kiệm""], ""category"": ""Sản phẩm ngân hàng"", ""document_type"": ""Tóm tắt quy định"", ""status"": ""có hiệu lực""}"
156,TÓM   TẮT QUY  ĐỊNH  TIỀN  GỬI TIẾT  KIỆM,"# 7. Thủ tục chi trả tiền gửi tiết kiệm tại địa điểm giao dịch của Sacombank
-  KH thực hiện các thủ tục sau:
▪  Xuất trình Thẻ tiết kiệm.
▪  Xuất trình GTTT của KH hoặc của tất cả KH (đối với TGTK chung). Trường hợp chi trả
TGTK thông qua Người đại diện theo pháp luật, Người đại diện theo pháp luật phải xuất
trình giấy tờ chứng minh tư cách đại diện hợp pháp, GTTT của mình và GTTT của KH
(Chủ sở hữu TGTK).
-  Nộp giấy lĩnh TGTK có chữ ký đúng với chữ ký mẫu đã đăng ký tại Sacombank. Trường hợp
người giao dịch là người không viết được, người không đọc được, người không nhìn được, thủ
tục chi trả thực hiện theo hướng dẫn của Sacombank tại thời điểm giao dịch (thực hiện điểm chỉ
thay thế cho việc ký, mời/chỉ định người làm chứng hoặc người phiên dịch). Sacombank đối chiếu
thông tin của KH, thông tin của người đại diện theo pháp luật của KH trong trường hợp chi trả
TGTK thông qua người đại diện theo pháp luật, thông tin trên Thẻ tiết kiệm, chữ ký trên giấy lĩnh
tiền đảm bảo chính xác với các thông tin lưu tại Sacombank.
-  Sau khi hoàn thành các thủ tục quy định nêu trên, Sacombank chi trả đầy đủ gốc, lãi TGTK cho
-  Thủ tục, hồ sơ chi trả TGTK (hình thức, nội dung hồ sơ) trong trường hợp ủy quyền, thừa kế: KH
thực hiện theo hướng dẫn của Sacombank phù hợp với quy định pháp luật.
","{""schema_version"": ""1.0.0"", ""original_filename"": ""Tóm tắt quy định tiền gửi tiết kiệm.pdf"", ""file_type"": ""pdf"", ""mime_type"": ""application/pdf"", ""title"": ""TÓM TẮT QUY ĐỊNH TIỀN GỬI TIẾT KIỆM"", ""description"": ""Tài liệu tóm tắt các quy định liên quan đến tiền gửi tiết kiệm tại Sacombank và các quy định khác liên quan."", ""topic"": [""tiền gửi tiết kiệm"", ""gửi tiết kiệm"", ""tính lãi"", ""rút tiền trước hạn"", ""thẻ tiết kiệm"", ""tái tục tiền gửi"", ""số dư tài khoản"", ""Sacombank""], ""topic_or"": [""tiền gửi"", ""gửi tiết kiệm"", ""rút tiết kiệm"", ""thủ tục gửi tiền"", ""quy định tính lãi"", ""quy định tái tục""], ""topic_and"": [""tiền gửi tiết kiệm"", ""Sacombank"", ""quy định gửi tiền""], ""language"": ""vi"", ""expiration_date"": null, ""effective_date"": ""2024-08-27"", ""related_document"": [], ""source_url"": null, ""tags"": [""Tiết kiệm"", ""Sacombank"", ""Tiền gửi có kỳ hạn"", ""Phương thức tính lãi"", ""Rút trước hạn"", ""Tái tục tiền gửi"", ""Thẻ tiết kiệm""], ""category"": ""Sản phẩm ngân hàng"", ""document_type"": ""Tóm tắt quy định"", ""status"": ""có hiệu lực""}"
157,TÓM   TẮT QUY  ĐỊNH  TIỀN  GỬI TIẾT  KIỆM,"# 8. Quy định về ngày đến hạn và việc chi lãi khi ngày đến hạn rơi vào ngày nghỉ, ngày nghỉ lễ
a) Cách xác định ngày đến hạn:
-  Đối với kỳ hạn ngày: Ngày đến hạn được xác định bằng Ngày gửi tiền cộng kỳ hạn gửi
-  Đối với kỳ hạn tháng: Ngày đến hạn là ngày tương ứng với ngày mở tiền gửi tại tháng cuối
cùng của thời hạn gửi tiền.
-  Trường hợp tháng cuối cùng của thời hạn gửi tiền không có ngày tương ứng thì ngày đến hạn
là ngày đầu tiên của tháng tiếp theo liền kề. Trường hợp ngày đến hạn rơi vào ngày nghỉ, ngày
nghỉ lễ thì ngày đến hạn là chính ngày nghỉ, ngày nghỉ lễ đó (không dời sang ngày làm việc
tiếp theo đầu tiên).
b) Việc thực hiện chi lãi khi ngày đến hạn rơi vào ngày nghỉ, ngày nghỉ lễ theo nguyên tắc:
-  Trường hợp KH yêu cầu chi trả vào ngày làm việc cuối trước ngày nghỉ, ngày nghỉ lễ (ngày
đến hạn) được xem là rút trước hạn và KH được hưởng lãi theo quy định rút trước hạn trong
kỳ gửi tiền hiện hành.
-  Trường hợp KH yêu cầu chi trả vào sau ngày nghỉ, ngày nghỉ lễ (ngày đến hạn) KH được nhận
tiền lãi có kỳ hạn đã thỏa thuận đến ngày đến hạn và nhận thêm khoản tiền lãi theo quy định
rút trước hạn tính từ ngày tái tục đến ngày yêu cầu chi trả.
","{""schema_version"": ""1.0.0"", ""original_filename"": ""Tóm tắt quy định tiền gửi tiết kiệm.pdf"", ""file_type"": ""pdf"", ""mime_type"": ""application/pdf"", ""title"": ""TÓM TẮT QUY ĐỊNH TIỀN GỬI TIẾT KIỆM"", ""description"": ""Tài liệu tóm tắt các quy định liên quan đến tiền gửi tiết kiệm tại Sacombank và các quy định khác liên quan."", ""topic"": [""tiền gửi tiết kiệm"", ""gửi tiết kiệm"", ""tính lãi"", ""rút tiền trước hạn"", ""thẻ tiết kiệm"", ""tái tục tiền gửi"", ""số dư tài khoản"", ""Sacombank""], ""topic_or"": [""tiền gửi"", ""gửi tiết kiệm"", ""rút tiết kiệm"", ""thủ tục gửi tiền"", ""quy định tính lãi"", ""quy định tái tục""], ""topic_and"": [""tiền gửi tiết kiệm"", ""Sacombank"", ""quy định gửi tiền""], ""language"": ""vi"", ""expiration_date"": null, ""effective_date"": ""2024-08-27"", ""related_document"": [], ""source_url"": null, ""tags"": [""Tiết kiệm"", ""Sacombank"", ""Tiền gửi có kỳ hạn"", ""Phương thức tính lãi"", ""Rút trước hạn"", ""Tái tục tiền gửi"", ""Thẻ tiết kiệm""], ""category"": ""Sản phẩm ngân hàng"", ""document_type"": ""Tóm tắt quy định"", ""status"": ""có hiệu lực""}"
158,TÓM   TẮT QUY  ĐỊNH  TIỀN  GỬI TIẾT  KIỆM,"# 9. Quy định về rút tiền gửi tiết kiệm có kỳ hạn trước hạn
a) Việc rút trước hạn một phần tiền gửi thực hiện tùy theo quy định của từng loại hình/sản phẩm
tiền gửi của Sacombank, trong đó một số sản phẩm tiết kiệm đặc thù không cho phép rút
trước hạn một phần, chỉ được rút trước hạn toàn bộ tiền gửi. Nội dung này thực hiện theo quy
định của Sacombank được công bố công khai từng thời kỳ cho KH tại
website https://www.sacombank.com.vn.
b) Số tiền rút tối thiểu mỗi lần là 1.000.000 VND hoặc 100 USD/EUR/AUD/ngoại tệ khác. Trường
hợp số tiền gửi còn lại ít hơn số tiền rút tối thiểu thì KH phải rút toàn bộ số tiền gửi hiện có
(tất toán).
c) Lãi suất áp dụng:
-  Rút trước hạn toàn bộ tiền gửi: toàn bộ tiền gửi rút trước hạn áp dụng mức lãi suất tiền gửi
không kỳ hạn thấp nhất có hiệu lực tại thời điểm rút trước hạn.
-  Rút trước hạn một phần tiền gửi:
▪  Đối với phần tiền gửi rút trước hạn: áp dụng mức lãi suất tiền gửi không kỳ hạn thấp
nhất có hiệu lực tại thời điểm rút trước hạn trừ trường hợp một số loại hình/sản phẩm
tiền gửi theo quy định của Sacombank trong từng thời kỳ áp dụng mức lãi suất khác
nhưng không vượt quá mức lãi suất tiền gửi không kỳ hạn thấp nhất có hiệu lực tại thời
điểm rút trước hạn.
▪  Đối với phần tiền gửi còn lại: áp dụng mức lãi suất đang áp dụng cho khoản tiền gửi
mà KH rút trước hạn một phần.
-  Mức lãi suất tiền gửi không kỳ hạn thấp nhất trên là mức lãi suất thấp nhất trong các loại
hình tiền gửi không kỳ hạn theo đối tượng khách hàng và/hoặc loại đồng tiền đã gửi tại
thời điểm rút trước hạn, được niêm yết tại website https://www.sacombank.com.vn trong từng
thời kỳ.
-  Đối với phương thức trả lãi định kỳ (hàng tháng, hàng quý, 6 tháng, hàng năm,...), trả lãi trả
trước: khi KH rút tiền gửi trước hạn, KH phải hoàn trả phần chênh lệch giữa tiền lãi đã lãnh và
lãi rút trước hạn thực lãnh và Sacombank sẽ cấn trừ số chênh lệch này vào số tiền gốc rút
trước hạn trước khi chi trả cho KH.
d) Mức phí rút TGTK trước hạn áp dụng theo Biểu phí sản phẩm dịch vụ cá nhân của Sacombank
được niêm yết tại website https://www.sacombank.com.vn trong từng thời kỳ.
","{""schema_version"": ""1.0.0"", ""original_filename"": ""Tóm tắt quy định tiền gửi tiết kiệm.pdf"", ""file_type"": ""pdf"", ""mime_type"": ""application/pdf"", ""title"": ""TÓM TẮT QUY ĐỊNH TIỀN GỬI TIẾT KIỆM"", ""description"": ""Tài liệu tóm tắt các quy định liên quan đến tiền gửi tiết kiệm tại Sacombank và các quy định khác liên quan."", ""topic"": [""tiền gửi tiết kiệm"", ""gửi tiết kiệm"", ""tính lãi"", ""rút tiền trước hạn"", ""thẻ tiết kiệm"", ""tái tục tiền gửi"", ""số dư tài khoản"", ""Sacombank""], ""topic_or"": [""tiền gửi"", ""gửi tiết kiệm"", ""rút tiết kiệm"", ""thủ tục gửi tiền"", ""quy định tính lãi"", ""quy định tái tục""], ""topic_and"": [""tiền gửi tiết kiệm"", ""Sacombank"", ""quy định gửi tiền""], ""language"": ""vi"", ""expiration_date"": null, ""effective_date"": ""2024-08-27"", ""related_document"": [], ""source_url"": null, ""tags"": [""Tiết kiệm"", ""Sacombank"", ""Tiền gửi có kỳ hạn"", ""Phương thức tính lãi"", ""Rút trước hạn"", ""Tái tục tiền gửi"", ""Thẻ tiết kiệm""], ""category"": ""Sản phẩm ngân hàng"", ""document_type"": ""Tóm tắt quy định"", ""status"": ""có hiệu lực""}"
159,TÓM   TẮT QUY  ĐỊNH  TIỀN  GỬI TIẾT  KIỆM,"# 10. Kéo dài kỳ hạn gửi tiền tiết kiệm (tái tục)
Vào ngày đến hạn của TGTK, nếu KH không đến rút tiền và không có yêu cầu hoặc thỏa thuận
khác thì Sacombank kéo dài thêm một thời hạn mới, với số tiền gốc và lãi được thực hiện như sau:
-  TGTK có kỳ hạn – loại hình trả lãi cuối kỳ lãi nhập gốc: Khi đến hạn thanh toán TGTK,
Sacombank nhập lãi vào gốc và kéo dài thêm một kỳ hạn mới bằng với kỳ hạn cũ và áp dụng
mức  lãi suất hiện hành của Sacombank được  công bố  tại website
https://www.sacombank.com.vn tại thời điểm tái tục kỳ hạn mới.
-  TGTK có kỳ hạn – loại hình trả lãi cuối kỳ lãi không nhập gốc, trả lãi trước và trả lãi theo định kỳ
(hàng tháng, hàng quý, 6 tháng, hàng năm,…): Khi đến hạn thanh toán tiền gốc, Sacombank
tái tục số tiền gốc thêm một kỳ hạn mới bằng với kỳ hạn cũ và áp dụng mức lãi suất hiện hành
của Sacombank được công bố tại website https://www.sacombank.com.vn tại thời điểm tái tục
kỳ hạn mới.
","{""schema_version"": ""1.0.0"", ""original_filename"": ""Tóm tắt quy định tiền gửi tiết kiệm.pdf"", ""file_type"": ""pdf"", ""mime_type"": ""application/pdf"", ""title"": ""TÓM TẮT QUY ĐỊNH TIỀN GỬI TIẾT KIỆM"", ""description"": ""Tài liệu tóm tắt các quy định liên quan đến tiền gửi tiết kiệm tại Sacombank và các quy định khác liên quan."", ""topic"": [""tiền gửi tiết kiệm"", ""gửi tiết kiệm"", ""tính lãi"", ""rút tiền trước hạn"", ""thẻ tiết kiệm"", ""tái tục tiền gửi"", ""số dư tài khoản"", ""Sacombank""], ""topic_or"": [""tiền gửi"", ""gửi tiết kiệm"", ""rút tiết kiệm"", ""thủ tục gửi tiền"", ""quy định tính lãi"", ""quy định tái tục""], ""topic_and"": [""tiền gửi tiết kiệm"", ""Sacombank"", ""quy định gửi tiền""], ""language"": ""vi"", ""expiration_date"": null, ""effective_date"": ""2024-08-27"", ""related_document"": [], ""source_url"": null, ""tags"": [""Tiết kiệm"", ""Sacombank"", ""Tiền gửi có kỳ hạn"", ""Phương thức tính lãi"", ""Rút trước hạn"", ""Tái tục tiền gửi"", ""Thẻ tiết kiệm""], ""category"": ""Sản phẩm ngân hàng"", ""document_type"": ""Tóm tắt quy định"", ""status"": ""có hiệu lực""}"
160,TÓM   TẮT QUY  ĐỊNH  TIỀN  GỬI TIẾT  KIỆM,"# 11. Biện pháp tra cứu thông tin TK và biện pháp thông báo khi có sự thay đổi số dư TK
KH có  thể tra cứu thông tin các khoản tiền tiết kiệm thông qua Website
https://khachhangthanthiet.sacombank.com hoặc kênh ngân hàng điện tử của Sacombank
(Sacombank Pay, website https://isacombank.com.vn,...) nếu có đăng ký sử dụng dịch vụ ngân
hàng điện tử.
","{""schema_version"": ""1.0.0"", ""original_filename"": ""Tóm tắt quy định tiền gửi tiết kiệm.pdf"", ""file_type"": ""pdf"", ""mime_type"": ""application/pdf"", ""title"": ""TÓM TẮT QUY ĐỊNH TIỀN GỬI TIẾT KIỆM"", ""description"": ""Tài liệu tóm tắt các quy định liên quan đến tiền gửi tiết kiệm tại Sacombank và các quy định khác liên quan."", ""topic"": [""tiền gửi tiết kiệm"", ""gửi tiết kiệm"", ""tính lãi"", ""rút tiền trước hạn"", ""thẻ tiết kiệm"", ""tái tục tiền gửi"", ""số dư tài khoản"", ""Sacombank""], ""topic_or"": [""tiền gửi"", ""gửi tiết kiệm"", ""rút tiết kiệm"", ""thủ tục gửi tiền"", ""quy định tính lãi"", ""quy định tái tục""], ""topic_and"": [""tiền gửi tiết kiệm"", ""Sacombank"", ""quy định gửi tiền""], ""language"": ""vi"", ""expiration_date"": null, ""effective_date"": ""2024-08-27"", ""related_document"": [], ""source_url"": null, ""tags"": [""Tiết kiệm"", ""Sacombank"", ""Tiền gửi có kỳ hạn"", ""Phương thức tính lãi"", ""Rút trước hạn"", ""Tái tục tiền gửi"", ""Thẻ tiết kiệm""], ""category"": ""Sản phẩm ngân hàng"", ""document_type"": ""Tóm tắt quy định"", ""status"": ""có hiệu lực""}"
161,TÓM   TẮT QUY  ĐỊNH  TIỀN  GỬI TIẾT  KIỆM,"# 12. Xử lý trường hợp nhàu nát, rách, mất Thẻ tiết kiệm
-  Trường hợp mất Thẻ tiết kiệm:
▪ Khi phát hiện bị mất Thẻ tiết kiệm, KH phải lập thông báo mất theo mẫu của Sacombank tại
địa điểm giao dịch của Sacombank.
▪ KH chỉ được báo mất đồng thời với yêu cầu cấp lại Thẻ tiết kiệm hoặc yêu cầu chi trả toàn
bộ số tiền gửi mà không cấp lại Thẻ tiết kiệm. Để giảm thiểu rủi ro, Sacombank sẽ phong tỏa
số tiền gửi sau khi nhận được thông báo mất của KH và chỉ giải tỏa khi thực hiện cấp lại Thẻ
tiết kiệm hoặc chi trả theo đề nghị của KH.
▪ Sau 03 ngày làm việc (hoặc thời hạn khác theo thỏa thuận giữa Sacombank và KH) kể từ
ngày KH lập thông báo mất mà không phát sinh bất kỳ tranh chấp nào trong thời hạn này thì
KH được Sacombank cấp lại Thẻ tiết kiệm tại địa điểm giao dịch đã phát hành Thẻ tiết kiệm
hoặc yêu cầu tất toán và rút toàn bộ số tiền trên Thẻ tiết kiệm tại tất cả các địa điểm giao
dịch của Sacombank.
▪ Trường hợp KH tìm thấy Thẻ tiết kiệm sau khi đã thông báo mất với Sacombank, KH cần
xuất trình Thẻ tiết kiệm đã tìm thấy để Sacombank thu hồi.
-  Trường hợp Thẻ tiết kiệm bị rách nát hoặc không còn toàn vẹn (bị hỏng) mà không phải do chỉnh
▪ KH xuất trình Thẻ tiết kiệm bị rách nát hoặc không còn toàn vẹn (bị hỏng) để Sacombank thu
▪ Nếu việc hỏng Thẻ tiết kiệm dẫn đến không xác định được đầy đủ yếu tố gồm số seri Thẻ
tiết kiệm, tên KH, số tiền, chữ ký và dấu của Sacombank trên Thẻ tiết kiệm thì xử lý như
trường hợp Thẻ tiết kiệm bị mất.
▪ Nếu việc hỏng Thẻ tiết kiệm nhưng vẫn xác định được đầy đủ nội dung ghi trên Thẻ tiết kiệm
bị hỏng thì KH lập Thông báo hỏng tại địa điểm giao dịch đã phát hành Thẻ tiết kiệm của
Sacombank để được Sacombank cấp lại Thẻ tiết kiệm hoặc chi trả cho KH.
","{""schema_version"": ""1.0.0"", ""original_filename"": ""Tóm tắt quy định tiền gửi tiết kiệm.pdf"", ""file_type"": ""pdf"", ""mime_type"": ""application/pdf"", ""title"": ""TÓM TẮT QUY ĐỊNH TIỀN GỬI TIẾT KIỆM"", ""description"": ""Tài liệu tóm tắt các quy định liên quan đến tiền gửi tiết kiệm tại Sacombank và các quy định khác liên quan."", ""topic"": [""tiền gửi tiết kiệm"", ""gửi tiết kiệm"", ""tính lãi"", ""rút tiền trước hạn"", ""thẻ tiết kiệm"", ""tái tục tiền gửi"", ""số dư tài khoản"", ""Sacombank""], ""topic_or"": [""tiền gửi"", ""gửi tiết kiệm"", ""rút tiết kiệm"", ""thủ tục gửi tiền"", ""quy định tính lãi"", ""quy định tái tục""], ""topic_and"": [""tiền gửi tiết kiệm"", ""Sacombank"", ""quy định gửi tiền""], ""language"": ""vi"", ""expiration_date"": null, ""effective_date"": ""2024-08-27"", ""related_document"": [], ""source_url"": null, ""tags"": [""Tiết kiệm"", ""Sacombank"", ""Tiền gửi có kỳ hạn"", ""Phương thức tính lãi"", ""Rút trước hạn"", ""Tái tục tiền gửi"", ""Thẻ tiết kiệm""], ""category"": ""Sản phẩm ngân hàng"", ""document_type"": ""Tóm tắt quy định"", ""status"": ""có hiệu lực""}"
162,TÓM   TẮT QUY  ĐỊNH  TIỀN  GỬI TIẾT  KIỆM,"# 13. Một số quy định khác
-  Thẻ tiết kiệm có thể được sử dụng làm tài sản đảm bảo theo quy định của Sacombank phù hợp
quy định pháp luật.
-  Người đứng tên trên Thẻ tiết kiệm có thể ủy quyền cho người khác đến Sacombank giao dịch
hoặc chuyển quyền sở hữu cho người khác khi có nhu cầu (trừ giao dịch gửi tiền).
-  TGTK có thể để lại thừa kế theo luật định.
-  Người đứng tên trên Thẻ tiết kiệm có thể chuyển giao quyền sở hữu toàn bộ TGTK của kỳ gửi
tiền hiện hành cho người khác (không được chuyển giao một phần TGTK). Trừ trường hợp
chuyển giao quyền sở hữu theo thừa kế, người nhận chuyển giao quyền sở hữu phải thuộc đối
tượng gửi tiền theo quy định tại mục (1). Thủ tục đăng ký việc chuyển giao quyền sở hữu TGTK
chỉ được thực hiện tại địa điểm giao dịch đã phát hành Thẻ tiết kiệm và thực hiện theo hướng
dẫn của Sacombank. TGTK đang bị tạm khóa, phong tỏa thì KH không được chuyển giao quyền
sở hữu.
Để được tư vấn thêm, Quý khách vui lòng liên hệ nhân viên tại quầy giao dịch.
","{""schema_version"": ""1.0.0"", ""original_filename"": ""Tóm tắt quy định tiền gửi tiết kiệm.pdf"", ""file_type"": ""pdf"", ""mime_type"": ""application/pdf"", ""title"": ""TÓM TẮT QUY ĐỊNH TIỀN GỬI TIẾT KIỆM"", ""description"": ""Tài liệu tóm tắt các quy định liên quan đến tiền gửi tiết kiệm tại Sacombank và các quy định khác liên quan."", ""topic"": [""tiền gửi tiết kiệm"", ""gửi tiết kiệm"", ""tính lãi"", ""rút tiền trước hạn"", ""thẻ tiết kiệm"", ""tái tục tiền gửi"", ""số dư tài khoản"", ""Sacombank""], ""topic_or"": [""tiền gửi"", ""gửi tiết kiệm"", ""rút tiết kiệm"", ""thủ tục gửi tiền"", ""quy định tính lãi"", ""quy định tái tục""], ""topic_and"": [""tiền gửi tiết kiệm"", ""Sacombank"", ""quy định gửi tiền""], ""language"": ""vi"", ""expiration_date"": null, ""effective_date"": ""2024-08-27"", ""related_document"": [], ""source_url"": null, ""tags"": [""Tiết kiệm"", ""Sacombank"", ""Tiền gửi có kỳ hạn"", ""Phương thức tính lãi"", ""Rút trước hạn"", ""Tái tục tiền gửi"", ""Thẻ tiết kiệm""], ""category"": ""Sản phẩm ngân hàng"", ""document_type"": ""Tóm tắt quy định"", ""status"": ""có hiệu lực""}"
163,ĐIỀU KHOẢN    VÀ ĐIỀU KIỆN  PHÁT  HÀNH   VÀ SỬ DỤNG   THẺ CÁ  NHÂN,"# ĐIỀU KHOẢN    VÀ ĐIỀU KIỆN  PHÁT  HÀNH   VÀ SỬ DỤNG   THẺ CÁ  NHÂN
Hiệu lực từ ngày: 26/05/2025
Điều khoản và điều kiện phát hành và sử dụng thẻ cá nhân này (Điều Khoản và Điều Kiện) cùng
Giấy/Phiếu/Đơn hoặc văn bản, dữ liệu điện tử phát hành và sử dụng Thẻ tạo thành một Hợp đồng phát hành và
sử dụng thẻ hoàn chỉnh (Hợp Đồng) giữa Sacombank và Chủ Thẻ.
Tham gia vào Hợp Đồng này, bằng việc ký sống tại văn bản giấy, nhấp chọn đồng ý tại màn hình đăng ký dịch
vụ, xác nhận bằng OTP/hình thức xác nhận khác, kích hoạt Thẻ và/hoặc phương thức khác do Sacombank triển
khai trong từng thời kỳ, Chủ Thẻ xác nhận đã được Sacombank cung cấp đầy đủ, đã đọc, hiểu rõ trước khi giao
kết Hợp Đồng với Sacombank và chấp nhận tuân thủ: (i) các quy định, thông tin về sản phẩm, dịch vụ; (ii) nội
dung Hợp Đồng, Điều Khoản và Điều Kiện này, các điều khoản và điều kiện về đăng ký và sử dụng dịch vụ tại
Sacombank được niêm yết trên website chính thức của Sacombank www.sacombank.com.vn.
","{""schema_version"": ""1.0.0"", ""original_filename"": ""Điều khoản và điều kiện phát hành và sử dụng thẻ.pdf"", ""file_type"": ""pdf"", ""mime_type"": ""application/pdf"", ""title"": ""ĐIỀU KHOẢN VÀ ĐIỀU KIỆN PHÁT HÀNH VÀ SỬ DỤNG THẺ CÁ NHÂN"", ""description"": ""Tài liệu quy định chi tiết về điều kiện phát hành và sử dụng các loại thẻ cá nhân tại Sacombank cùng với quyền và trách nhiệm của chủ thẻ và ngân hàng."", ""topic"": [""thẻ cá nhân"", ""thẻ ghi nợ"", ""thẻ tín dụng"", ""thẻ trả trước"", ""thẻ tích hợp"", ""Sacombank"", ""quy định sử dụng thẻ"", ""quyền và trách nhiệm"", ""tra soát khiếu nại"", ""phát hành thẻ"", ""phí và hạn mức thẻ""], ""topic_or"": [""thẻ ghi nợ"", ""thẻ tín dụng"", ""thẻ tích hợp"", ""thẻ trả trước"", ""quyền và nghĩa vụ chủ thẻ"", ""tra soát khiếu nại thẻ"", ""phí thẻ""], ""topic_and"": [""thẻ"", ""Sacombank"", ""quy định sử dụng""], ""language"": ""vi"", ""expiration_date"": null, ""effective_date"": ""2024-08-27"", ""related_document"": [], ""source_url"": null, ""tags"": [""Thẻ Sacombank"", ""Thẻ tín dụng"", ""Thẻ ghi nợ"", ""Thẻ trả trước"", ""Thẻ tích hợp"", ""Phát hành thẻ"", ""Quy định sử dụng thẻ"", ""Phí và hạn mức thẻ""], ""category"": ""Sản phẩm ngân hàng"", ""document_type"": ""Điều khoản sử dụng"", ""status"": ""có hiệu lực""}"
